author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex
Premium Realty,real_estate_agent,https://www.cian.ru/sale/flat/309145019/,Москва,sale,flat,7,8,5,266.0,440000000,2022,-1,-1,-1,-1,100 м²,20 м²,+79801446500,Таганский,Котельническая набережная,21,Таганская,Симфония набережных
Premium Realty,real_estate_agent,https://www.cian.ru/sale/flat/308881354/,Москва,sale,flat,5,9,5,366.0,973260999,2016,-1,-1,-1,-1,200 м²,50 м²,+79175131962,Хамовники, Ефремова,19к2,Спортивная,Knightsbridge Private Park
ID 28781,realtor,https://www.cian.ru/sale/flat/284760308/,Москва,sale,flat,4,9,5,102.4,27200000,-1,-1,-1,-1,-1,"72,5 м²","8,7 м²",+79099762142,Преображенское,Преображенская ,5/7,Преображенская площадь,
ID 86530228,homeowner,https://www.cian.ru/sale/flat/308551677/,Москва,sale,flat,6,9,5,157.0,27150000,2012,-1,-1,-1,-1,-1,25 м²,+79168605348,, Лазурная,11,Новомосковская,
ID 54212813,unknown,https://www.cian.ru/sale/flat/304842849/,Москва,sale,flat,9,17,5,112.0,37000000,1996,-1,-1,-1,-1,81 м²,10 м²,+79652313510,Зюзино,Сивашская ,7,Нахимовский проспект,
ID 130409,realtor,https://www.cian.ru/sale/flat/287739654/,Москва,sale,flat,4,4,5,102.4,47000000,1938,-1,-1,-1,-1,-1,10 м²,+79689226040,Арбат,Новинский бульвар,10С1,Смоленская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306223189/,Москва,sale,flat,3,28,5,133.9,67050000,2022,-1,-1,-1,-1,90 м²,15 м²,+79099319939,Раменки,Винницкая ,8к1,Раменки,Настоящее
ID 48528655,realtor,https://www.cian.ru/sale/flat/305801362/,Москва,sale,flat,4,20,5,165.0,67000000,2013,-1,-1,-1,-1,90 м²,36 м²,+79153872520,Богородское,Погонный проезд,3А,Белокаменная,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/307665462/,Москва,sale,flat,10,14,5,127.0,90000000,2023,-1,-1,-1,-1,"113,7 м²","8,3 м²",+79652541206,Раменки,Минская ,1ГсА,Минская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308995305/,Москва,sale,flat,9,14,5,127.22,90000000,-1,-1,-1,-1,-1,"80,1 м²","8,3 м²",+79853836287,Раменки,проспект Генерала Дорохова,39к2Г,Минская,Собрание клубных домов West Garden
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/305684347/,Москва,sale,flat,8,8,5,224.0,136000000,-1,-1,-1,-1,-1,199 м²,20 м²,+79660629770,Пресненский,Столярный переулок,2,Улица 1905 года,
World Estate,real_estate_agent,https://www.cian.ru/sale/flat/307493506/,Москва,sale,flat,10,12,5,227.3,135000000,2002,-1,-1,-1,-1,-1,20 м²,+79057162155,Пресненский, Красная Пресня,21,Краснопресненская,
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/299718352/,Москва,sale,flat,24,26,5,302.0,170000000,2021,-1,-1,-1,-1,-1,-1,+79154897865,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
ID 28128321,unknown,https://www.cian.ru/sale/flat/309028723/,Москва,sale,flat,4,7,5,309.9,175000000,1997,-1,-1,-1,-1,"211,1 м²","17,9 м²",+79067944611,Раменки,Минская ,1А,Минская,Золотые Ключи 1
Михаил Стрельников,realtor,https://www.cian.ru/sale/flat/306952534/,Москва,sale,flat,1,8,1,35.0,9500000,2019,-1,-1,-1,-1,10 м²,20 м²,+79197650368,Нижегородский,Рязанский проспект,2/1к2Е,Нижегородская,SREDA
Группа Аквилон,developer,https://www.cian.ru/sale/flat/308166845/,Москва,sale,flat,3,28,1,23.75,9461961,2027,-1,Монолитно-кирпичный,-1,Предчистовая,"9,5 м²","6,1 м²",+74951377153,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК
ПИК,developer,https://www.cian.ru/sale/flat/309259235/,Москва,sale,flat,10,32,1,22.1,9905440.0,2027,-1,Монолитный,-1,Предчистовая,"11,2 м²","5,2 м²",+74951374931,Головинский,,,Водный стадион,Кронштадтский 9 ЖК
Ташир,developer,https://www.cian.ru/sale/flat/308832420/,Москва,sale,flat,12,19,1,31.6,,2025,-1,Монолитный,-1,"Без отделки, предчистовая, черновая","17,9 м²",-1,+74951387114,Можайский,,,Молодёжная,Стеллар Сити ЖК
Главстрой,developer,https://www.cian.ru/sale/flat/296921235/,Москва,sale,flat,24,24,5,172.5,207000000,2024,-1,Монолитно-кирпичный,-1,Без отделки,"104,6 м²","10,5 м²",+74951379308,Филевский парк,Береговой проезд,2,Фили,Береговой-2
ID 18174647,realtor,https://www.cian.ru/sale/flat/301450189/,Москва,sale,flat,26,31,5,246.7,289217939,2008,-1,-1,-1,-1,"140,9 м²",28 м²,+79166462390,Очаково-Матвеевское,Нежинская ,1к1,Давыдково,Кутузовская Ривьера
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/306835123/,Москва,sale,flat,4,8,5,117.0,58500000,1939,-1,-1,-1,-1,-1,10 м²,+79672086536,Пресненский,Большая Садовая ,3С1,Маяковская,
ANT Development,developer,https://www.cian.ru/sale/flat/303519398/,Москва,sale,flat,11,13,5,265.6,405328840,2024,-1,Монолитный,-1,Чистовая,-1,-1,+74951346248,Дорогомилово,,3к1,Парк Победы,Виктори Парк Резиденсез ЖК
Рента,real_estate_agent,https://www.cian.ru/sale/flat/307983948/,Москва,sale,flat,3,9,5,234.8,125000000,1999,-1,-1,-1,-1,140 м²,23 м²,+79663231016,Тверской,Краснопролетарская ,7,Новослободская,Ласточкино гнездо
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/275836899/,Москва,sale,flat,11,12,5,303.0,533791499,2014,-1,-1,-1,-1,117 м²,24 м²,+79652918238,Хамовники,Трубецкая ,12,Фрунзенская,Садовые кварталы
Hutton Development,developer,https://www.cian.ru/sale/flat/303616466/,Москва,sale,flat,3,6,5,236.7,497070000,2026,-1,-1,-1,Без отделки,-1,-1,+74951379715,Якиманка,Софийская набережная,34С3,Новокузнецкая,Клубный дом DUO
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/305640017/,Москва,sale,flat,3,5,5,155.0,85000000,1909,-1,-1,-1,-1,-1,50 м²,+79857943691,Арбат, Арбат,40,Смоленская,
Sminex,developer,https://www.cian.ru/sale/flat/293713870/,Москва,sale,flat,7,8,5,459.4,2147483647,2024,-1,Монолитный,-1,Без отделки,"173,3 м²","81,4 м²",+74951375467,Якиманка,,,Полянка,Лаврушинский ЖК
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/308802946/,Москва,sale,flat,60,75,5,294.7,294700000,2015,-1,-1,-1,-1,191 м²,46 м²,+79660617357,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Светлана Носова,realtor,https://www.cian.ru/sale/flat/306037248/,Москва,sale,flat,3,23,5,125.2,63000000,2014,-1,-1,-1,-1,"78,8 м²",14 м²,+79660469436,Ясенево,Новоясеневский проспект,9,Ясенево,Новоясеневский
КОРТРОС,developer,https://www.cian.ru/sale/flat/306568625/,Москва,sale,flat,11,24,5,118.89,51003810,2024,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая, чистовая","89,2 м²",-1,+74951375236,Останкинский,,,Алексеевская,АйЛав ЖК
Киноцентр,developer,https://www.cian.ru/sale/flat/305452712/,Москва,sale,flat,18,20,5,265.8,268458000,2024,-1,-1,-1,Предчистовая,-1,-1,+74951379204,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/306453110/,Москва,sale,flat,24,26,5,302.0,170000000,2022,-1,-1,-1,-1,150 м²,20 м²,+79647823389,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
Октябрьская,real_estate_agent,https://www.cian.ru/sale/flat/307667194/,Москва,sale,flat,4,5,5,98.2,24500000,-1,-1,-1,-1,-1,"65,6 м²",8 м²,+79660472902,Сокольники, Матросская Тишина,23/7к1,Сокольники,
Донстрой,developer,https://www.cian.ru/sale/flat/308969238/,Москва,sale,flat,4,16,5,183.4,144335800,2026,-1,Монолитный,-1,"Без отделки, чистовая с мебелью",78 м²,"27,8 м²",+74951387210,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301921989/,Москва,sale,flat,6,7,5,267.3,294000000,2012,-1,-1,-1,-1,-1,"35,7 м²",+79057122519,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/304046651/,Москва,sale,flat,16,17,5,217.4,85000000,1998,-1,-1,-1,-1,-1,12 м²,+79623616753,Раменки,Мичуринский проспект,19К1,Раменки,
ESTMAN,real_estate_agent,https://www.cian.ru/sale/flat/302627329/,Москва,sale,flat,15,17,5,160.0,24500000,2011,-1,-1,-1,-1,94 м²,14 м²,+79057158101,,,20А,Новомосковская,
А101,developer,https://www.cian.ru/sale/flat/306742613/,Москва,sale,flat,2,15,5,136.7,30373121,2024,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая, черновая, чистовая","76,5 м²","8,4 м²",+74951387175,, Лобановский Лес,11,Прокшино,Прокшино
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308398786/,Москва,sale,flat,3,5,5,220.5,295000000,-1,-1,-1,-1,-1,"119,6 м²","25,2 м²",+79661306747,Арбат,Борисоглебский переулок,13С3,Арбатская,Посольский дом
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308009499/,Москва,sale,flat,3,19,5,217.2,84900000,2000,-1,-1,-1,-1,160 м²,20 м²,+79859962624,Проспект Вернадского, Лобачевского,92К4,Мичуринский проспект,
Анна Смирнова,realtor,https://www.cian.ru/sale/flat/306458618/,Москва,sale,flat,1,12,5,101.2,26000000,1984,-1,-1,-1,-1,"60,8 м²","17,3 м²",+79654326405,Отрадное, Декабристов,8К1,Отрадное,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/309205057/,Москва,sale,flat,22,22,5,144.8,96000000,2025,-1,-1,-1,Без отделки,80 м²,"33,2 м²",+79623616647,Хорошево-Мневники,Жилой комплекс остров,7,Терехово ,Остров
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/309232849/,Москва,sale,flat,82,95,5,353.0,285000000,2017,-1,-1,-1,-1,180 м²,40 м²,+79672089940,Пресненский,набережная Пресненская,12,Деловой центр,Башня Федерация
Tekta Group,developer,https://www.cian.ru/sale/flat/301260619/,Москва,sale,flat,26,27,5,144.5,81165650,2026,-1,Монолитный,-1,"Без отделки, предчистовая","91,1 м²",-1,+74951374375,Даниловский,,1,Крестьянская застава,Эра ЖК
i-deal,real_estate_agent,https://www.cian.ru/sale/flat/306313643/,Москва,sale,flat,3,14,5,130.5,20900000,1989,-1,-1,-1,-1,"74,3 м²","8,4 м²",+79645640409,Некрасовка,2-я Вольская ,20,Люберцы,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308801371/,Москва,sale,flat,18,21,5,190.0,210000000,2019,-1,-1,-1,-1,150 м²,15 м²,+79646289554,Пресненский,Мантулинская ,9к2,Москва-Сити,City Park
Киноцентр,developer,https://www.cian.ru/sale/flat/308070377/,Москва,sale,flat,14,20,5,216.5,270625000,2024,-1,-1,-1,Предчистовая,-1,-1,+74951379204,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
Sminex,developer,https://www.cian.ru/sale/flat/306155260/,Москва,sale,flat,22,23,5,298.3,472040000,2026,-1,Монолитный,-1,Без отделки,"114,3 м²","55,3 м²",+74951375398,Пресненский,,,Улица 1905 года,Лайф Тайм ЖК
Sminex,developer,https://www.cian.ru/sale/flat/306154995/,Москва,sale,flat,22,23,5,309.7,482720000,2026,-1,Монолитный,-1,Без отделки,"106,5 м²","59,2 м²",+74951375398,Пресненский,,,Улица 1905 года,Лайф Тайм ЖК
VESPER,developer,https://www.cian.ru/sale/flat/308564823/,Москва,sale,flat,5,5,5,590.3,2361200000,2027,-1,Кирпичный,-1,"Чистовая, чистовая с мебелью",-1,-1,+74951346294,Пресненский,Трехпрудный переулок,9С1,Маяковская,Клубный дом Левенсон
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308947302/,Москва,sale,flat,59,67,5,185.1,175845000,-1,-1,-1,-1,-1,-1,15 м²,+79661306747,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,Capital Towers
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303524954/,Москва,sale,flat,16,24,5,180.0,180000000,-1,-1,-1,-1,-1,95 м²,24 м²,+79670580817,Беговой,Верхняя ,20к1,Белорусская,Суббота
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/305209793/,Москва,sale,flat,30,31,5,335.0,422000000,-1,-1,-1,-1,-1,250 м²,30 м²,+79651636237,Очаково-Матвеевское,Нежинская ,1к2,Давыдково,Кутузовская Ривьера
ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/306179238/,Москва,sale,flat,8,14,5,130.0,26000000,1998,-1,-1,-1,-1,"78,4 м²","16,8 м²",+79671668161,Южное Бутово,2-я Мелитопольская ,21К3,Бутово,
Замоскворечье,real_estate_agent,https://www.cian.ru/sale/flat/308895516/,Москва,sale,flat,5,6,5,192.0,26000000,-1,-1,-1,-1,-1,"144,8 м²","14,3 м²",+79153060339,,,9,Филатов Луг,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/297903533/,Москва,sale,flat,17,17,5,155.0,45000000,2001,-1,-1,-1,-1,118 м²,20 м²,+79680685384,Ростокино, Бажова,24к2,Ростокино,
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303120189/,Москва,sale,flat,17,17,5,155.0,45000000,2001,-1,-1,-1,-1,118 м²,20 м²,+79645636036,Ростокино, Бажова,24к2,Ростокино,
Realty Group,real_estate_agent,https://www.cian.ru/sale/flat/307296438/,Москва,sale,flat,21,22,5,137.2,55000000,2020,-1,-1,-1,-1,"88,3 м²",15 м²,+79856300396,Покровское-Стрешнево,Волоколамское шоссе,71к5,Спартак,Город на Реке Тушино-2018
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303622202/,Москва,sale,flat,7,10,5,169.36,55200000,-1,-1,-1,-1,-1,-1,"25,1 м²",+79160557232,Кунцево,5-я Мякининская ,20,Строгино,Клубный дом Рублево
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/302617116/,Москва,sale,flat,5,8,5,118.0,65000000,1938,-1,-1,-1,-1,"72,1 м²",10 м²,+79672094035,Хамовники,Большая Пироговская ,37-43ка,Спортивная,
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/307677883/,Москва,sale,flat,17,35,5,110.0,83238700,-1,-1,-1,-1,-1,70 м²,20 м²,+79660621882,Раменки, Лобачевского,120к3,Аминьевская,Крылья
Простор-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307713343/,Москва,sale,flat,17,24,5,110.4,83238700,2014,-1,-1,-1,-1,70 м²,20 м²,+79647823301,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Остров Фантазий,real_estate_agent,https://www.cian.ru/sale/flat/293605189/,Москва,sale,flat,3,4,5,211.5,95000000,2003,-1,-1,-1,-1,-1,15 м²,+79647927025,Крылатское,Островной проезд,7К1,Молодёжная,Остров Фантазий
Елена Коробко,realtor,https://www.cian.ru/sale/flat/304214931/,Москва,sale,flat,5,8,5,154.0,110000000,2001,-1,-1,-1,-1,101 м²,14 м²,+79150339752,Пресненский,Столярный переулок,2,Улица 1905 года,
LaRichesse,real_estate_agent,https://www.cian.ru/sale/flat/293891843/,Москва,sale,flat,7,25,5,152.0,120000000,-1,-1,-1,-1,-1,-1,40 м²,+79652502027,Хорошево-Мневники,Живописная ,21А,Серебряный Бор,Дом Серебряный Бор
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/304233575/,Москва,sale,flat,28,33,5,165.0,120000000,2024,-1,-1,-1,Чистовая,"80,9 м²","18,8 м²",+79653037353,Раменки, Лобачевского,114с1,Аминьевская,Событие
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/285866560/,Москва,sale,flat,3,17,5,216.0,119900000,-1,-1,-1,-1,-1,-1,-1,+79169670709,Мещанский,Слесарный переулок,3,Проспект Мира,
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298940828/,Москва,sale,flat,4,5,5,147.0,159000000,-1,-1,-1,-1,-1,-1,-1,+79660620548,Тверской,Долгоруковская ,25к1,Новослободская,Долгоруковская 25
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/304797466/,Москва,sale,flat,6,10,5,178.7,184900000,2019,-1,-1,-1,-1,-1,20 м²,+79645658096,Раменки,Минская ,2Вк3,Минская,Снегири Эко
Антонина Маевская,realtor,https://www.cian.ru/sale/flat/300368513/,Москва,sale,flat,4,6,5,115.0,185000000,1914,-1,-1,-1,-1,81 м²,14 м²,+79157801803,Пресненский,Тверской бульвар,19,Тверская,
VIСTORY GROUP,real_estate_agent,https://www.cian.ru/sale/flat/305908158/,Москва,sale,flat,25,34,5,170.7,205000000,2024,-1,-1,-1,-1,100 м²,35 м²,+79150400879,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Ностальгия,real_estate_agent,https://www.cian.ru/sale/flat/300610128/,Москва,sale,flat,6,7,5,212.3,245000000,2016,-1,-1,-1,-1,148 м²,-1,+79660271150,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/306076967/,Москва,sale,flat,2,7,5,161.0,265500000,1913,-1,-1,-1,-1,-1,-1,+79850139772,Арбат, Малая Молчановка,8С1,Арбатская,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/302746172/,Москва,sale,flat,6,7,5,274.0,265000000,2002,-1,-1,-1,-1,-1,25 м²,+79660515680,Якиманка, Большая Полянка,61С2,Добрынинская,
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/300590864/,Москва,sale,flat,6,18,5,410.1,290000000,-1,-1,-1,-1,-1,-1,"40,4 м²",+79652530061,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
МЕЗОН,real_estate_agent,https://www.cian.ru/sale/flat/265598488/,Москва,sale,flat,23,23,5,400.0,291978299,2002,-1,-1,-1,-1,-1,-1,+79663548403,Ломоносовский, Академика Пилюгина,24К1,Новаторская,
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/293783650/,Москва,sale,flat,7,8,5,264.6,382500000,2016,-1,-1,-1,-1,200 м²,-1,+79104436936,Тверской, Большая Дмитровка,7/5С2,Театральная,Советник
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/308424891/,Москва,sale,flat,7,7,5,264.6,382500000,2016,-1,-1,-1,-1,"67,1 м²","103,6 м²",+79153818841,Тверской, Большая Дмитровка,7/5С2,Театральная,Советник
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/240926398/,Москва,sale,flat,3,6,5,213.4,445364233,2004,-1,-1,-1,-1,100 м²,35 м²,+79684989638,Хамовники,переулок Коробейников,1,Парк Культуры,Кристалл Хаус
Premium Realty,real_estate_agent,https://www.cian.ru/sale/flat/308881344/,Москва,sale,flat,11,12,5,303.0,535293549,-1,-1,-1,-1,-1,117 м²,"23,9 м²",+79175131962,Хамовники,Трубецкая ,12,Фрунзенская,Садовые кварталы
ГАРАНТ,real_estate_agent,https://www.cian.ru/sale/flat/309167429/,Москва,sale,flat,4,4,5,396.0,997920000,2022,-1,-1,-1,-1,300 м²,40 м²,+79162794727,Таганский, Солянка,7,Китай-город,Дом с Атлантами
Дом на Хлебном,real_estate_agent,https://www.cian.ru/sale/flat/297109139/,Москва,sale,flat,1,8,5,342.8,1028259452,2019,-1,-1,-1,-1,320 м²,-1,+79164456722,Арбат,Хлебный переулок,19,Арбатская,Дом на Хлебном
Владис,real_estate_agent,https://www.cian.ru/sale/flat/307151919/,Москва,sale,flat,3,16,5,111.9,28000000,1996,-1,-1,-1,-1,77 м²,11 м²,+79660643274,Братеево,Братеевская ,18К5,Алма-Атинская,
ID 15433285,realtor,https://www.cian.ru/sale/flat/308333046/,Москва,sale,flat,15,17,5,112.1,38000000,1993,-1,-1,-1,-1,"74,4 м²","8,5 м²",+79857947995,Ростокино,Сельскохозяйственная ,18К4,Ботанический сад,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303536389/,Москва,sale,flat,10,17,5,153.8,38990000,1993,-1,-1,-1,-1,-1,"12,7 м²",+79031237085,Коптево, Зои и Александра Космодемьянских,42,Красный Балтиец,
ID 12452262,unknown,https://www.cian.ru/sale/flat/309058189/,Москва,sale,flat,14,17,5,135.8,48700000,1996,-1,-1,-1,-1,-1,35 м²,+79660531152,Новогиреево,Зеленый проспект,42,Новогиреево,
ID 116757144,realtor,https://www.cian.ru/sale/flat/306099209/,Москва,sale,flat,9,22,5,136.5,67000000,-1,-1,-1,-1,-1,"75,2 м²",17 м²,+79850234763,Тропарево-Никулино,проспект Вернадского,92,Тропарёво,Корона
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/309337109/,Москва,sale,flat,11,19,5,190.8,68000000,2006,-1,-1,-1,-1,"121,1 м²","13,9 м²",+79623687486,Хорошево-Мневники,проспект Маршала Жукова,76к2,Бульвар Генерала Карбышева,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308995297/,Москва,sale,flat,10,14,5,127.22,90000000,-1,-1,-1,-1,-1,"80,1 м²","8,3 м²",+79853836287,Раменки,проспект Генерала Дорохова,39к2Г,Минская,Собрание клубных домов West Garden
Владис,real_estate_agent,https://www.cian.ru/sale/flat/307056765/,Москва,sale,flat,3,6,5,146.2,105000000,1928,-1,-1,-1,-1,"107,9 м²",10 м²,+79031123892,Тверской,Козицкий переулок,1А,Пушкинская,
Аукционный Дом ТОРГИ-РУ,real_estate_agent,https://www.cian.ru/sale/flat/308577526/,Москва,sale,flat,8,20,5,206.9,104421051,-1,-1,-1,-1,-1,-1,-1,+79895127556,Раменки,Минская ,1ГК2,Ломоносовский проспект,Золотые Ключи 2
ID 82203677,unknown,https://www.cian.ru/sale/flat/278400706/,Москва,sale,flat,19,34,5,256.6,135000000,2010,-1,-1,-1,-1,-1,40 м²,+79660527366,Щукино,Авиационная ,77К1,Щукинская,Алые Паруса
ID 37070694,homeowner,https://www.cian.ru/sale/flat/303915397/,Москва,sale,flat,2,6,5,136.0,136000000,-1,-1,-1,-1,-1,-1,-1,+79175281957,Басманный,Большой Казенный переулок,5,,
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/305317451/,Москва,sale,flat,29,35,5,281.0,240000000,2010,-1,-1,-1,-1,170 м²,20 м²,+79165752926,Тропарево-Никулино,проспект Вернадского,94к3,Тропарёво,Миракс Парк
Самолет плюс - Химки,real_estate_agent,https://www.cian.ru/sale/flat/293886390/,Москва,sale,flat,4,8,5,208.1,242632499,-1,-1,-1,-1,-1,125 м²,41 м²,+79672093845,Арбат,переулок Сивцев Вражек,14,Кропоткинская,
MR Group,developer,https://www.cian.ru/sale/flat/306603345/,Москва,sale,flat,21,36,1,29.3,26272255,2027,-1,Монолитный,-1,Без отделки,-1,-1,+74951378819,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
Андрей Куролесов,realtor,https://www.cian.ru/sale/flat/309341085/,Москва,sale,flat,4,5,1,11.7,3750000,-1,-1,-1,-1,-1,-1,-1,+79099974691,Восточное Измайлово,14-я Парковая ,4,Первомайская,
WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/304966154/,Москва,sale,flat,5,6,-1,20.4,4490000,1963,-1,-1,-1,-1,"12,4 м²",3 м²,+79629055926,Перово, 2-я Энтузиастов,5к39,Андроновка,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299367855/,Москва,sale,flat,9,13,1,29.2,15500000,2024,-1,-1,-1,Без отделки,"14,3 м²",-1,+79645504947,Хорошево-Мневники,Жилой комплекс остров,4-й кв-л,Терехово ,Остров
ID 52177370,homeowner,https://www.cian.ru/sale/flat/305630158/,Москва,sale,flat,21,32,1,22.0,11220000,2023,-1,-1,-1,-1,-1,-1,+79623613421,Бутырский, Руставели,14,Бутырская,Руставели 14
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/309269697/,Москва,sale,flat,14,14,-1,33.0,14600000,2017,-1,-1,-1,-1,24 м²,4 м²,+79660577601,Хорошевский,Ходынский бульвар,2,ЦСКА,Лайнер
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/306511786/,Москва,sale,flat,1,5,-1,11.1,5400000,1957,-1,-1,-1,-1,"4,1 м²",2 м²,+79672094035,Басманный,Малый Козловский переулок,10,Красные ворота,
МосИнвест-Студии,real_estate_agent,https://www.cian.ru/sale/flat/306520790/,Москва,sale,flat,2,4,1,19.2,12400000,1890,-1,-1,-1,-1,-1,-1,+79850278017,Замоскворечье,Большой Овчинниковский переулок,17,Новокузнецкая,
Сергей Иванов,realtor,https://www.cian.ru/sale/flat/300152513/,Москва,sale,flat,1,7,1,15.0,5100000,1942,-1,-1,-1,-1,-1,-1,+79645677983,Бабушкинский,Ленская ,2/21,Бабушкинская,
КОРТРОС,developer,https://www.cian.ru/sale/flat/307496299/,Москва,sale,flat,45,49,1,33.35,17485405,2027,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая",20 м²,-1,+74951387167,Марьина роща,,,Марьина Роща,Тэйт ЖК
Самолет Плюс МСК-Север,real_estate_agent,https://www.cian.ru/sale/flat/303762522/,Москва,sale,flat,1,3,-1,18.0,4600000,-1,-1,-1,-1,-1,13 м²,-1,+79652557357,Нагорный,Электролитный проезд,3С32,Нагорная,
Самолет,developer,https://www.cian.ru/sale/flat/309190376/,Москва,sale,flat,5,13,1,26.3,7181059,2024,-1,Монолитно-кирпичный,-1,"Без отделки, чистовая",13 м²,"3,2 м²",+74951374954,,,к13,Щербинка,Алхимово ЖК
А101,developer,https://www.cian.ru/sale/flat/307282115/,Москва,sale,flat,6,9,1,24.5,7297276,2024,-1,-1,-1,Без отделки,"10,6 м²","6,8 м²",+74951344536,,,к1.2,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306743300/,Москва,sale,flat,10,24,1,21.6,7485782,2025,-1,-1,-1,Без отделки,"9,2 м²",5 м²,+74951374415,,,3.1,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306747033/,Москва,sale,flat,11,17,1,22.5,7671690,2025,-1,-1,-1,Чистовая,"8,8 м²","4,6 м²",+74951344536,,,к3.4,Бунинская аллея,Бунинские Кварталы ЖК
ПИК,developer,https://www.cian.ru/sale/flat/309095869/,Москва,sale,flat,14,39,1,21.7,7850191,2027,-1,Монолитный,-1,Чистовая,"8,8 м²",-1,+74951387232,Москворечье-Сабурово,,1.3,Каширская,Москворечье ЖК
ПИК,developer,https://www.cian.ru/sale/flat/306255100/,Москва,sale,flat,22,32,1,25.4,7986598,2025,-1,Монолитный,-1,"Без отделки, чистовая","12,5 м²","6,3 м²",+74951377004,Митино,,2.1,Пятницкое шоссе,Митинский Лес ЖК
